"Mês","","Variável",""
"setembro 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1475.96"
"outubro 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1490.88"
"novembro 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1506.76"
"dezembro 2021","Brasil","Custo médio m² - moeda corrente (Reais)","1514.52"
"janeiro 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1525.48"
"fevereiro 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1533.96"
"março 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1549.07"
"abril 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1567.76"
"maio 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1601.76"
"junho 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1628.25"
"julho 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1652.27"
"agosto 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1661.85"
"setembro 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1669.19"
"outubro 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1675.46"
"novembro 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1677.96"
"dezembro 2022","Brasil","Custo médio m² - moeda corrente (Reais)","1679.25"
"janeiro 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1684.45"
"fevereiro 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1685.74"
"março 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1689.13"
"abril 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1693.67"
"maio 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1699.79"
"junho 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1706.50"
"julho 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1710.37"
"agosto 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1713.52"
"setembro 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1713.87"
"outubro 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1716.30"
"novembro 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1717.71"
"dezembro 2023","Brasil","Custo médio m² - moeda corrente (Reais)","1722.19"
"janeiro 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1725.52"
"fevereiro 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1728.11"
"março 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1729.25"
"abril 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1736.37"
"maio 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1739.26"
"junho 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1748.99"
"julho 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1756.01"
"agosto 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1767.09"
"setembro 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1773.20"
"outubro 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1782.51"
"novembro 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1786.82"
"dezembro 2024","Brasil","Custo médio m² - moeda corrente (Reais)","1790.66"
"janeiro 2025","Brasil","Custo médio m² - moeda corrente (Reais)","1799.82"
"fevereiro 2025","Brasil","Custo médio m² - moeda corrente (Reais)","1803.90"
"março 2025","Brasil","Custo médio m² - moeda corrente (Reais)","1810.25"
"abril 2025","Brasil","Custo médio m² - moeda corrente (Reais)","1818.64"
