"Mês","","Variável",""
"setembro 2005","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2493.7900000000000"
"setembro 2005","Brasil","IPCA - Variação mensal (%)","0.35"
"outubro 2005","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2512.4900000000000"
"outubro 2005","Brasil","IPCA - Variação mensal (%)","0.75"
"novembro 2005","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2526.3100000000000"
"novembro 2005","Brasil","IPCA - Variação mensal (%)","0.55"
"dezembro 2005","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2535.4000000000000"
"dezembro 2005","Brasil","IPCA - Variação mensal (%)","0.36"
"janeiro 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2550.3600000000000"
"janeiro 2006","Brasil","IPCA - Variação mensal (%)","0.59"
"fevereiro 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2560.8200000000000"
"fevereiro 2006","Brasil","IPCA - Variação mensal (%)","0.41"
"março 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2571.8300000000000"
"março 2006","Brasil","IPCA - Variação mensal (%)","0.43"
"abril 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2577.2300000000000"
"abril 2006","Brasil","IPCA - Variação mensal (%)","0.21"
"maio 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2579.8100000000000"
"maio 2006","Brasil","IPCA - Variação mensal (%)","0.10"
"junho 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2574.3900000000000"
"junho 2006","Brasil","IPCA - Variação mensal (%)","-0.21"
"julho 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2579.2800000000000"
"julho 2006","Brasil","IPCA - Variação mensal (%)","0.19"
"agosto 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2580.5700000000000"
"agosto 2006","Brasil","IPCA - Variação mensal (%)","0.05"
"setembro 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2585.9900000000000"
"setembro 2006","Brasil","IPCA - Variação mensal (%)","0.21"
"outubro 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2594.5200000000000"
"outubro 2006","Brasil","IPCA - Variação mensal (%)","0.33"
"novembro 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2602.5600000000000"
"novembro 2006","Brasil","IPCA - Variação mensal (%)","0.31"
"dezembro 2006","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2615.0500000000000"
"dezembro 2006","Brasil","IPCA - Variação mensal (%)","0.48"
"janeiro 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2626.5600000000000"
"janeiro 2007","Brasil","IPCA - Variação mensal (%)","0.44"
"fevereiro 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2638.1200000000000"
"fevereiro 2007","Brasil","IPCA - Variação mensal (%)","0.44"
"março 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2647.8800000000000"
"março 2007","Brasil","IPCA - Variação mensal (%)","0.37"
"abril 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2654.5000000000000"
"abril 2007","Brasil","IPCA - Variação mensal (%)","0.25"
"maio 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2661.9300000000000"
"maio 2007","Brasil","IPCA - Variação mensal (%)","0.28"
"junho 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2669.3800000000000"
"junho 2007","Brasil","IPCA - Variação mensal (%)","0.28"
"julho 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2675.7900000000000"
"julho 2007","Brasil","IPCA - Variação mensal (%)","0.24"
"agosto 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2688.3700000000000"
"agosto 2007","Brasil","IPCA - Variação mensal (%)","0.47"
"setembro 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2693.2100000000000"
"setembro 2007","Brasil","IPCA - Variação mensal (%)","0.18"
"outubro 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2701.2900000000000"
"outubro 2007","Brasil","IPCA - Variação mensal (%)","0.30"
"novembro 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2711.5500000000000"
"novembro 2007","Brasil","IPCA - Variação mensal (%)","0.38"
"dezembro 2007","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2731.6200000000000"
"dezembro 2007","Brasil","IPCA - Variação mensal (%)","0.74"
"janeiro 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2746.3700000000000"
"janeiro 2008","Brasil","IPCA - Variação mensal (%)","0.54"
"fevereiro 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2759.8300000000000"
"fevereiro 2008","Brasil","IPCA - Variação mensal (%)","0.49"
"março 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2773.0800000000000"
"março 2008","Brasil","IPCA - Variação mensal (%)","0.48"
"abril 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2788.3300000000000"
"abril 2008","Brasil","IPCA - Variação mensal (%)","0.55"
"maio 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2810.3600000000000"
"maio 2008","Brasil","IPCA - Variação mensal (%)","0.79"
"junho 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2831.1600000000000"
"junho 2008","Brasil","IPCA - Variação mensal (%)","0.74"
"julho 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2846.1600000000000"
"julho 2008","Brasil","IPCA - Variação mensal (%)","0.53"
"agosto 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2854.1300000000000"
"agosto 2008","Brasil","IPCA - Variação mensal (%)","0.28"
"setembro 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2861.5500000000000"
"setembro 2008","Brasil","IPCA - Variação mensal (%)","0.26"
"outubro 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2874.4300000000000"
"outubro 2008","Brasil","IPCA - Variação mensal (%)","0.45"
"novembro 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2884.7800000000000"
"novembro 2008","Brasil","IPCA - Variação mensal (%)","0.36"
"dezembro 2008","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2892.8600000000000"
"dezembro 2008","Brasil","IPCA - Variação mensal (%)","0.28"
"janeiro 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2906.7400000000000"
"janeiro 2009","Brasil","IPCA - Variação mensal (%)","0.48"
"fevereiro 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2922.7300000000000"
"fevereiro 2009","Brasil","IPCA - Variação mensal (%)","0.55"
"março 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2928.5700000000000"
"março 2009","Brasil","IPCA - Variação mensal (%)","0.20"
"abril 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2942.6300000000000"
"abril 2009","Brasil","IPCA - Variação mensal (%)","0.48"
"maio 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2956.4600000000000"
"maio 2009","Brasil","IPCA - Variação mensal (%)","0.47"
"junho 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2967.1000000000000"
"junho 2009","Brasil","IPCA - Variação mensal (%)","0.36"
"julho 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2974.2200000000000"
"julho 2009","Brasil","IPCA - Variação mensal (%)","0.24"
"agosto 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2978.6800000000000"
"agosto 2009","Brasil","IPCA - Variação mensal (%)","0.15"
"setembro 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2985.8300000000000"
"setembro 2009","Brasil","IPCA - Variação mensal (%)","0.24"
"outubro 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","2994.1900000000000"
"outubro 2009","Brasil","IPCA - Variação mensal (%)","0.28"
"novembro 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3006.4700000000000"
"novembro 2009","Brasil","IPCA - Variação mensal (%)","0.41"
"dezembro 2009","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3017.5900000000000"
"dezembro 2009","Brasil","IPCA - Variação mensal (%)","0.37"
"janeiro 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3040.2200000000000"
"janeiro 2010","Brasil","IPCA - Variação mensal (%)","0.75"
"fevereiro 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3063.9300000000000"
"fevereiro 2010","Brasil","IPCA - Variação mensal (%)","0.78"
"março 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3079.8600000000000"
"março 2010","Brasil","IPCA - Variação mensal (%)","0.52"
"abril 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3097.4200000000000"
"abril 2010","Brasil","IPCA - Variação mensal (%)","0.57"
"maio 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3110.7400000000000"
"maio 2010","Brasil","IPCA - Variação mensal (%)","0.43"
"junho 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3110.7400000000000"
"junho 2010","Brasil","IPCA - Variação mensal (%)","0.00"
"julho 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3111.0500000000000"
"julho 2010","Brasil","IPCA - Variação mensal (%)","0.01"
"agosto 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3112.2900000000000"
"agosto 2010","Brasil","IPCA - Variação mensal (%)","0.04"
"setembro 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3126.2900000000000"
"setembro 2010","Brasil","IPCA - Variação mensal (%)","0.45"
"outubro 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3149.7400000000000"
"outubro 2010","Brasil","IPCA - Variação mensal (%)","0.75"
"novembro 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3175.8800000000000"
"novembro 2010","Brasil","IPCA - Variação mensal (%)","0.83"
"dezembro 2010","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3195.8900000000000"
"dezembro 2010","Brasil","IPCA - Variação mensal (%)","0.63"
"janeiro 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3222.4200000000000"
"janeiro 2011","Brasil","IPCA - Variação mensal (%)","0.83"
"fevereiro 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3248.2000000000000"
"fevereiro 2011","Brasil","IPCA - Variação mensal (%)","0.80"
"março 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3273.8600000000000"
"março 2011","Brasil","IPCA - Variação mensal (%)","0.79"
"abril 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3299.0700000000000"
"abril 2011","Brasil","IPCA - Variação mensal (%)","0.77"
"maio 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3314.5800000000000"
"maio 2011","Brasil","IPCA - Variação mensal (%)","0.47"
"junho 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3319.5500000000000"
"junho 2011","Brasil","IPCA - Variação mensal (%)","0.15"
"julho 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3324.8600000000000"
"julho 2011","Brasil","IPCA - Variação mensal (%)","0.16"
"agosto 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3337.1600000000000"
"agosto 2011","Brasil","IPCA - Variação mensal (%)","0.37"
"setembro 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3354.8500000000000"
"setembro 2011","Brasil","IPCA - Variação mensal (%)","0.53"
"outubro 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3369.2800000000000"
"outubro 2011","Brasil","IPCA - Variação mensal (%)","0.43"
"novembro 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3386.8000000000000"
"novembro 2011","Brasil","IPCA - Variação mensal (%)","0.52"
"dezembro 2011","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3403.7300000000000"
"dezembro 2011","Brasil","IPCA - Variação mensal (%)","0.50"
"janeiro 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3422.7900000000000"
"janeiro 2012","Brasil","IPCA - Variação mensal (%)","0.56"
"fevereiro 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3438.1900000000000"
"fevereiro 2012","Brasil","IPCA - Variação mensal (%)","0.45"
"março 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3445.4100000000000"
"março 2012","Brasil","IPCA - Variação mensal (%)","0.21"
"abril 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3467.4600000000000"
"abril 2012","Brasil","IPCA - Variação mensal (%)","0.64"
"maio 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3479.9400000000000"
"maio 2012","Brasil","IPCA - Variação mensal (%)","0.36"
"junho 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3482.7200000000000"
"junho 2012","Brasil","IPCA - Variação mensal (%)","0.08"
"julho 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3497.7000000000000"
"julho 2012","Brasil","IPCA - Variação mensal (%)","0.43"
"agosto 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3512.0400000000000"
"agosto 2012","Brasil","IPCA - Variação mensal (%)","0.41"
"setembro 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3532.0600000000000"
"setembro 2012","Brasil","IPCA - Variação mensal (%)","0.57"
"outubro 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3552.9000000000000"
"outubro 2012","Brasil","IPCA - Variação mensal (%)","0.59"
"novembro 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3574.2200000000000"
"novembro 2012","Brasil","IPCA - Variação mensal (%)","0.60"
"dezembro 2012","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3602.4600000000000"
"dezembro 2012","Brasil","IPCA - Variação mensal (%)","0.79"
"janeiro 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3633.4400000000000"
"janeiro 2013","Brasil","IPCA - Variação mensal (%)","0.86"
"fevereiro 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3655.2400000000000"
"fevereiro 2013","Brasil","IPCA - Variação mensal (%)","0.60"
"março 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3672.4200000000000"
"março 2013","Brasil","IPCA - Variação mensal (%)","0.47"
"abril 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3692.6200000000000"
"abril 2013","Brasil","IPCA - Variação mensal (%)","0.55"
"maio 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3706.2800000000000"
"maio 2013","Brasil","IPCA - Variação mensal (%)","0.37"
"junho 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3715.9200000000000"
"junho 2013","Brasil","IPCA - Variação mensal (%)","0.26"
"julho 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3717.0300000000000"
"julho 2013","Brasil","IPCA - Variação mensal (%)","0.03"
"agosto 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3725.9500000000000"
"agosto 2013","Brasil","IPCA - Variação mensal (%)","0.24"
"setembro 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3738.9900000000000"
"setembro 2013","Brasil","IPCA - Variação mensal (%)","0.35"
"outubro 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3760.3000000000000"
"outubro 2013","Brasil","IPCA - Variação mensal (%)","0.57"
"novembro 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3780.6100000000000"
"novembro 2013","Brasil","IPCA - Variação mensal (%)","0.54"
"dezembro 2013","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3815.3900000000000"
"dezembro 2013","Brasil","IPCA - Variação mensal (%)","0.92"
"janeiro 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3836.3700000000000"
"janeiro 2014","Brasil","IPCA - Variação mensal (%)","0.55"
"fevereiro 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3862.8400000000000"
"fevereiro 2014","Brasil","IPCA - Variação mensal (%)","0.69"
"março 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3898.3800000000000"
"março 2014","Brasil","IPCA - Variação mensal (%)","0.92"
"abril 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3924.5000000000000"
"abril 2014","Brasil","IPCA - Variação mensal (%)","0.67"
"maio 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3942.5500000000000"
"maio 2014","Brasil","IPCA - Variação mensal (%)","0.46"
"junho 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3958.3200000000000"
"junho 2014","Brasil","IPCA - Variação mensal (%)","0.40"
"julho 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3958.7200000000000"
"julho 2014","Brasil","IPCA - Variação mensal (%)","0.01"
"agosto 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3968.6200000000000"
"agosto 2014","Brasil","IPCA - Variação mensal (%)","0.25"
"setembro 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","3991.2400000000000"
"setembro 2014","Brasil","IPCA - Variação mensal (%)","0.57"
"outubro 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4008.0000000000000"
"outubro 2014","Brasil","IPCA - Variação mensal (%)","0.42"
"novembro 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4028.4400000000000"
"novembro 2014","Brasil","IPCA - Variação mensal (%)","0.51"
"dezembro 2014","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4059.8600000000000"
"dezembro 2014","Brasil","IPCA - Variação mensal (%)","0.78"
"janeiro 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4110.2000000000000"
"janeiro 2015","Brasil","IPCA - Variação mensal (%)","1.24"
"fevereiro 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4160.3400000000000"
"fevereiro 2015","Brasil","IPCA - Variação mensal (%)","1.22"
"março 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4215.2600000000000"
"março 2015","Brasil","IPCA - Variação mensal (%)","1.32"
"abril 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4245.1900000000000"
"abril 2015","Brasil","IPCA - Variação mensal (%)","0.71"
"maio 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4276.6000000000000"
"maio 2015","Brasil","IPCA - Variação mensal (%)","0.74"
"junho 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4310.3900000000000"
"junho 2015","Brasil","IPCA - Variação mensal (%)","0.79"
"julho 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4337.1100000000000"
"julho 2015","Brasil","IPCA - Variação mensal (%)","0.62"
"agosto 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4346.6500000000000"
"agosto 2015","Brasil","IPCA - Variação mensal (%)","0.22"
"setembro 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4370.1200000000000"
"setembro 2015","Brasil","IPCA - Variação mensal (%)","0.54"
"outubro 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4405.9500000000000"
"outubro 2015","Brasil","IPCA - Variação mensal (%)","0.82"
"novembro 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4450.4500000000000"
"novembro 2015","Brasil","IPCA - Variação mensal (%)","1.01"
"dezembro 2015","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4493.1700000000000"
"dezembro 2015","Brasil","IPCA - Variação mensal (%)","0.96"
"janeiro 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4550.2300000000000"
"janeiro 2016","Brasil","IPCA - Variação mensal (%)","1.27"
"fevereiro 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4591.1800000000000"
"fevereiro 2016","Brasil","IPCA - Variação mensal (%)","0.90"
"março 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4610.9200000000000"
"março 2016","Brasil","IPCA - Variação mensal (%)","0.43"
"abril 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4639.0500000000000"
"abril 2016","Brasil","IPCA - Variação mensal (%)","0.61"
"maio 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4675.2300000000000"
"maio 2016","Brasil","IPCA - Variação mensal (%)","0.78"
"junho 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4691.5900000000000"
"junho 2016","Brasil","IPCA - Variação mensal (%)","0.35"
"julho 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4715.9900000000000"
"julho 2016","Brasil","IPCA - Variação mensal (%)","0.52"
"agosto 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4736.7400000000000"
"agosto 2016","Brasil","IPCA - Variação mensal (%)","0.44"
"setembro 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4740.5300000000000"
"setembro 2016","Brasil","IPCA - Variação mensal (%)","0.08"
"outubro 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4752.8600000000000"
"outubro 2016","Brasil","IPCA - Variação mensal (%)","0.26"
"novembro 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4761.4200000000000"
"novembro 2016","Brasil","IPCA - Variação mensal (%)","0.18"
"dezembro 2016","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4775.7000000000000"
"dezembro 2016","Brasil","IPCA - Variação mensal (%)","0.30"
"janeiro 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4793.8500000000000"
"janeiro 2017","Brasil","IPCA - Variação mensal (%)","0.38"
"fevereiro 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4809.6700000000000"
"fevereiro 2017","Brasil","IPCA - Variação mensal (%)","0.33"
"março 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4821.6900000000000"
"março 2017","Brasil","IPCA - Variação mensal (%)","0.25"
"abril 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4828.4400000000000"
"abril 2017","Brasil","IPCA - Variação mensal (%)","0.14"
"maio 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4843.4100000000000"
"maio 2017","Brasil","IPCA - Variação mensal (%)","0.31"
"junho 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4832.2700000000000"
"junho 2017","Brasil","IPCA - Variação mensal (%)","-0.23"
"julho 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4843.8700000000000"
"julho 2017","Brasil","IPCA - Variação mensal (%)","0.24"
"agosto 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4853.0700000000000"
"agosto 2017","Brasil","IPCA - Variação mensal (%)","0.19"
"setembro 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4860.8300000000000"
"setembro 2017","Brasil","IPCA - Variação mensal (%)","0.16"
"outubro 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4881.2500000000000"
"outubro 2017","Brasil","IPCA - Variação mensal (%)","0.42"
"novembro 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4894.9200000000000"
"novembro 2017","Brasil","IPCA - Variação mensal (%)","0.28"
"dezembro 2017","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4916.4600000000000"
"dezembro 2017","Brasil","IPCA - Variação mensal (%)","0.44"
"janeiro 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4930.7200000000000"
"janeiro 2018","Brasil","IPCA - Variação mensal (%)","0.29"
"fevereiro 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4946.5000000000000"
"fevereiro 2018","Brasil","IPCA - Variação mensal (%)","0.32"
"março 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4950.9500000000000"
"março 2018","Brasil","IPCA - Variação mensal (%)","0.09"
"abril 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4961.8400000000000"
"abril 2018","Brasil","IPCA - Variação mensal (%)","0.22"
"maio 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","4981.6900000000000"
"maio 2018","Brasil","IPCA - Variação mensal (%)","0.40"
"junho 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5044.4600000000000"
"junho 2018","Brasil","IPCA - Variação mensal (%)","1.26"
"julho 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5061.1100000000000"
"julho 2018","Brasil","IPCA - Variação mensal (%)","0.33"
"agosto 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5056.5600000000000"
